campaign_id,campaign_name,date_start,date_stop,spend,impressions,reach,frequency,cpm,clicks,cpc,ctr,inline_link_clicks,inline_link_click_ctr,purchases,purchase_value,checkouts_initiated,purchase_roas,cpa,cvr
6976513156630,ASC - Magic Portraits,2025-12-31,2025-12-31,447.73,23358,18072,1.292497,19.168165,512,0.874473,2.191968,397,1.699632,9.0,393.08,,0.87794,49.74777777777778,0.022670025188916875
6985706012030,1 - Testing,2025-12-31,2025-12-31,113.5,4922,3122,1.576553,23.059732,92,1.233696,1.869159,85,1.72694,,,,,,
6972562335830,Magic - Test Sales Campaign,2026-01-01,2026-01-01,260.21,17927,16385,1.09411,14.514977,436,0.596812,2.432086,362,2.019301,6.0,214.66,,0.824949,43.36833333333333,0.016574585635359115
6976510154030,ASC - Magic Portraits - CC ($35),2026-01-01,2026-01-01,158.56,10123,8724,1.160362,15.663341,249,0.636787,2.459745,194,1.916428,3.0,151.76,,0.957114,52.85333333333333,0.015463917525773196
6976513156630,ASC - Magic Portraits,2026-01-01,2026-01-01,419.52,25640,19805,1.294623,16.361934,626,0.67016,2.441498,502,1.957878,11.0,217.68,,0.518879,38.13818181818181,0.021912350597609563
6985706012030,1 - Testing,2026-01-01,2026-01-01,120.46,5449,3626,1.502758,22.106809,159,0.75761,2.917967,132,2.422463,4.0,89.85,,0.745891,30.115,0.030303030303030304
6972562335830,Magic - Test Sales Campaign,2026-01-02,2026-01-02,242.66,20906,18633,1.121988,11.607194,404,0.600644,1.93246,319,1.525878,5.0,209.8,,0.864584,48.532,0.01567398119122257
6976510154030,ASC - Magic Portraits - CC ($35),2026-01-02,2026-01-02,144.05,8566,7223,1.185934,16.816484,210,0.685952,2.451553,166,1.937894,3.0,65.89,,0.457411,48.01666666666667,0.018072289156626505
6976513156630,ASC - Magic Portraits,2026-01-02,2026-01-02,505.53,33682,26168,1.287145,15.008907,745,0.678564,2.211864,610,1.811056,18.0,749.65,,1.482899,28.084999999999997,0.029508196721311476
6985706012030,1 - Testing,2026-01-02,2026-01-02,89.81,3842,2496,1.539263,23.375846,86,1.044302,2.238417,72,1.874024,1.0,17.97,,0.200089,89.81,0.013888888888888888
6972562335830,Magic - Test Sales Campaign,2026-01-03,2026-01-03,204.12,14068,12542,1.121671,14.509525,285,0.716211,2.025874,240,1.705999,6.0,235.63,,1.15437,34.02,0.025
6976510154030,ASC - Magic Portraits - CC ($35),2026-01-03,2026-01-03,98.1,5508,4301,1.280632,17.810458,161,0.609317,2.923021,130,2.360203,2.0,179.7,,1.831804,49.05,0.015384615384615385
6976513156630,ASC - Magic Portraits,2026-01-03,2026-01-03,455.69,27068,20885,1.29605,16.835008,599,0.760751,2.212945,488,1.802867,24.0,848.73,,1.862516,18.987083333333334,0.04918032786885246
6985706012030,1 - Testing,2026-01-03,2026-01-03,69.34,2960,1908,1.551363,23.425676,74,0.937027,2.5,62,2.094595,3.0,315.66,,4.552351,23.113333333333333,0.04838709677419355
6972562335830,Magic - Test Sales Campaign,2026-01-04,2026-01-04,286.2,20884,18822,1.109553,13.704271,456,0.627632,2.18349,350,1.675924,3.0,119.48,,0.41747,95.39999999999999,0.008571428571428572
6976510154030,ASC - Magic Portraits - CC ($35),2026-01-04,2026-01-04,182.97,10451,8686,1.203201,17.507416,295,0.620237,2.822696,220,2.105062,9.0,205.7,,1.124228,20.33,0.04090909090909091
6976513156630,ASC - Magic Portraits,2026-01-04,2026-01-04,570.89,33229,27739,1.197916,17.180475,717,0.79622,2.157754,546,1.643143,14.0,641.76,,1.12414,40.777857142857144,0.02564102564102564
6985706012030,1 - Testing,2026-01-04,2026-01-04,105.69,4467,2940,1.519388,23.660175,103,1.026117,2.305798,86,1.925229,1.0,159.92,,1.513104,105.69,0.011627906976744186
6972562335830,Magic - Test Sales Campaign,2026-01-05,2026-01-05,152.84,11459,10191,1.124424,13.337988,242,0.63157,2.111877,177,1.544637,5.0,573.43,,3.751832,30.568,0.02824858757062147
6976510154030,ASC - Magic Portraits - CC ($35),2026-01-05,2026-01-05,168.68,9863,7942,1.241879,17.102302,238,0.70874,2.413059,200,2.027781,7.0,269.59,,1.598233,24.09714285714286,0.035
6976513156630,ASC - Magic Portraits,2026-01-05,2026-01-05,496.15,28909,23852,1.212016,17.162475,607,0.817381,2.099692,476,1.646546,8.0,251.58,,0.507064,62.01875,0.01680672268907563
6985706012030,1 - Testing,2026-01-05,2026-01-05,53.38,2461,1668,1.47542,21.69037,42,1.270952,1.706623,33,1.340918,,,,,,
6972562335830,Magic - Test Sales Campaign,2026-01-06,2026-01-06,150.71,11155,10327,1.080178,13.510533,222,0.678874,1.990139,183,1.64052,2.0,59.9,,0.397452,75.355,0.01092896174863388
6976510154030,ASC - Magic Portraits - CC ($35),2026-01-06,2026-01-06,70.62,3465,2691,1.287625,20.380952,85,0.830824,2.453102,68,1.962482,,,,,,
6976513156630,ASC - Magic Portraits,2026-01-06,2026-01-06,491.09,27330,22069,1.238389,17.968899,547,0.897788,2.001464,449,1.642883,8.0,202.71,,0.412776,61.38625,0.017817371937639197
6985706012030,1 - Testing,2026-01-06,2026-01-06,50.13,2222,1516,1.465699,22.560756,38,1.319211,1.710171,29,1.305131,,,,,,
6972562335830,Magic - Test Sales Campaign,2026-01-07,2026-01-07,121.9,8339,8068,1.033589,14.61806,147,0.829252,1.762801,111,1.331095,,,,,,
6976510154030,ASC - Magic Portraits - CC ($35),2026-01-07,2026-01-07,117.02,6028,4755,1.267718,19.412741,161,0.726832,2.670869,146,2.422031,,,,,,
6976513156630,ASC - Magic Portraits,2026-01-07,2026-01-07,484.45,27260,22407,1.216584,17.77146,540,0.89713,1.980924,437,1.603081,7.0,230.71,,0.476231,69.20714285714286,0.016018306636155607
6985706012030,1 - Testing,2026-01-07,2026-01-07,203.79,7552,5458,1.383657,26.984905,271,0.751993,3.588453,209,2.767479,2.0,634.94,,3.115658,101.895,0.009569377990430622
6972562335830,Magic - Test Sales Campaign,2026-01-08,2026-01-08,96.74,6596,6078,1.085225,14.666465,109,0.887523,1.652517,91,1.379624,3.0,95.84,,0.990697,32.24666666666666,0.03296703296703297
6976510154030,ASC - Magic Portraits - CC ($35),2026-01-08,2026-01-08,143.77,7247,5466,1.325832,19.838554,225,0.638978,3.104733,180,2.483786,2.0,29.95,,0.208319,71.885,0.011111111111111112
6976513156630,ASC - Magic Portraits,2026-01-08,2026-01-08,487.23,30993,25726,1.204735,15.720647,588,0.828622,1.897203,464,1.497112,13.0,484.07,,0.993514,37.47923076923077,0.028017241379310345
6985706012030,1 - Testing,2026-01-08,2026-01-08,232.21,8446,6260,1.349201,27.493488,292,0.79524,3.457258,226,2.675823,2.0,13.98,,0.060204,116.105,0.008849557522123894
6972562335830,Magic - Test Sales Campaign,2026-01-09,2026-01-09,65.48,3973,3680,1.07962,16.481248,104,0.629615,2.617669,81,2.038762,2.0,79.91,,1.220373,32.74,0.024691358024691357
6976510154030,ASC - Magic Portraits - CC ($35),2026-01-09,2026-01-09,99.45,5378,3942,1.364282,18.492004,178,0.558708,3.309781,136,2.528821,1.0,23.96,,0.240925,99.45,0.007352941176470588
6976513156630,ASC - Magic Portraits,2026-01-09,2026-01-09,495.02,29619,23503,1.260222,16.712921,643,0.76986,2.170904,504,1.70161,11.0,1337.28,,2.701467,45.00181818181818,0.021825396825396824
6985706012030,1 - Testing,2026-01-09,2026-01-09,213.86,8371,6120,1.36781,25.547724,297,0.720067,3.547963,227,2.711743,5.0,82.87,,0.387496,42.772000000000006,0.022026431718061675
6972562335830,Magic - Test Sales Campaign,2026-01-10,2026-01-10,47.96,2896,2786,1.039483,16.560773,97,0.494433,3.349448,79,2.727901,1.0,17.97,,0.374687,47.96,0.012658227848101266
6976510154030,ASC - Magic Portraits - CC ($35),2026-01-10,2026-01-10,87.04,4796,3943,1.216333,18.148457,144,0.604444,3.002502,110,2.293578,1.0,23.96,,0.275276,87.04,0.00909090909090909
6976513156630,ASC - Magic Portraits,2026-01-10,2026-01-10,464.64,29215,23151,1.261933,15.904159,656,0.708293,2.245422,522,1.786753,24.0,760.84,,1.637483,19.36,0.04597701149425287
6985706012030,1 - Testing,2026-01-10,2026-01-10,193.13,8500,6266,1.356527,22.721176,336,0.574792,3.952941,261,3.070588,3.0,65.93,,0.341376,64.37666666666667,0.011494252873563218
6972562335830,Magic - Test Sales Campaign,2026-01-11,2026-01-11,66.96,4502,4184,1.076004,14.87339,116,0.577241,2.576633,99,2.199023,1.0,23.96,,0.357826,66.96,0.010101010101010102
6976510154030,ASC - Magic Portraits - CC ($35),2026-01-11,2026-01-11,119.11,6629,5339,1.241618,17.968019,241,0.494232,3.635541,196,2.956705,5.0,95.84,,0.804634,23.822,0.025510204081632654
6976513156630,ASC - Magic Portraits,2026-01-11,2026-01-11,550.35,41086,32649,1.258415,13.395074,880,0.625398,2.141849,673,1.638028,19.0,716.03,,1.301045,28.96578947368421,0.02823179791976226
6985706012030,1 - Testing,2026-01-11,2026-01-11,245.81,10371,7475,1.387425,23.701668,367,0.669782,3.538714,285,2.748047,1.0,35.94,,0.14621,245.81,0.0035087719298245615
6972562335830,Magic - Test Sales Campaign,2026-01-12,2026-01-12,29.82,2000,1886,1.060445,14.91,42,0.71,2.1,30,1.5,1.0,23.96,,0.803488,29.82,0.03333333333333333
6976510154030,ASC - Magic Portraits - CC ($35),2026-01-12,2026-01-12,103.17,5825,4625,1.259459,17.711588,164,0.629085,2.815451,124,2.128755,1.0,23.96,,0.232238,103.17,0.008064516129032258
6976513156630,ASC - Magic Portraits,2026-01-12,2026-01-12,855.04,65489,53734,1.218763,13.056238,1177,0.726457,1.797248,885,1.351372,14.0,395.42,,0.462458,61.074285714285715,0.015819209039548022
6985706012030,1 - Testing,2026-01-12,2026-01-12,112.05,5129,3528,1.453798,21.846364,158,0.709177,3.080523,112,2.183662,1.0,23.96,,0.213833,112.05,0.008928571428571428
6972562335830,Magic - Test Sales Campaign,2026-01-13,2026-01-13,30.15,1598,1426,1.120617,18.867334,37,0.814865,2.315394,28,1.75219,,,,,,
6976510154030,ASC - Magic Portraits - CC ($35),2026-01-13,2026-01-13,35.9,1929,1550,1.244516,18.610679,67,0.535821,3.473302,51,2.643857,,,,,,
6976513156630,ASC - Magic Portraits,2026-01-13,2026-01-13,697.87,45100,36219,1.245203,15.473836,922,0.756909,2.044346,705,1.563193,13.0,537.32,,0.769943,53.682307692307695,0.018439716312056736
6985706012030,1 - Testing,2026-01-13,2026-01-13,97.55,4644,3233,1.436437,21.005599,180,0.541944,3.875969,148,3.186908,,,,,,
6972562335830,Magic - Test Sales Campaign,2026-01-14,2026-01-14,29.91,1078,945,1.140741,27.745826,44,0.679773,4.081633,39,3.617811,,,,,,
6976510154030,ASC - Magic Portraits - CC ($35),2026-01-14,2026-01-14,66.03,3945,2888,1.365997,16.737643,124,0.5325,3.143219,106,2.686946,2.0,17.97,,0.272149,33.015,0.018867924528301886
6976513156630,ASC - Magic Portraits,2026-01-14,2026-01-14,699.92,43997,34555,1.273246,15.908357,943,0.742227,2.143328,724,1.645567,12.0,647.35,,0.924891,58.32666666666666,0.016574585635359115
6985706012030,1 - Testing,2026-01-14,2026-01-14,0.0,0,0,0.0,,0,,,0,,,,,,,
6972562335830,Magic - Test Sales Campaign,2026-01-15,2026-01-15,32.18,919,825,1.113939,35.016322,46,0.699565,5.005441,40,4.352557,1.0,23.96,,0.744562,32.18,0.025
6976510154030,ASC - Magic Portraits - CC ($35),2026-01-15,2026-01-15,53.11,2808,2051,1.369088,18.913818,114,0.465877,4.059829,90,3.205128,1.0,23.96,,0.451139,53.11,0.011111111111111112
6976513156630,ASC - Magic Portraits,2026-01-15,2026-01-15,704.64,39994,30624,1.305969,17.618643,899,0.783804,2.247837,720,1.80027,15.0,383.46,,0.544193,46.976,0.020833333333333332
6985706012030,1 - Testing,2026-01-15,2026-01-15,0.0,0,0,0.0,,0,,,0,,,,,,,
6972562335830,Magic - Test Sales Campaign,2026-01-16,2026-01-16,17.92,590,504,1.170635,30.372881,15,1.194667,2.542373,12,2.033898,,,,,,
6976510154030,ASC - Magic Portraits - CC ($35),2026-01-16,2026-01-16,19.27,1090,861,1.26597,17.678899,51,0.377843,4.678899,42,3.853211,3.0,107.82,,5.595226,6.423333333333333,0.07142857142857142
6976513156630,ASC - Magic Portraits,2026-01-16,2026-01-16,744.25,45403,36803,1.233677,16.392089,976,0.762551,2.149638,750,1.651873,27.0,828.96,,1.113819,27.564814814814813,0.036
6985706012030,1 - Testing,2026-01-16,2026-01-16,0.0,0,0,0.0,,0,,,0,,,,,,,
6976510154030,ASC - Magic Portraits - CC ($35),2026-01-17,2026-01-17,71.55,4471,3536,1.264423,16.003131,124,0.577016,2.773429,92,2.057705,2.0,47.92,,0.669741,35.775,0.021739130434782608
6976513156630,ASC - Magic Portraits,2026-01-17,2026-01-17,718.5,43670,34690,1.258864,16.452943,1109,0.647881,2.539501,879,2.012823,11.0,399.37,,0.555839,65.31818181818181,0.012514220705346985
6985706012030,1 - Testing,2026-01-17,2026-01-17,0.0,0,0,0.0,,0,,,0,,,,,,,
6972562335830,Magic - Test Sales Campaign,2026-01-18,2026-01-18,0.0,0,0,0.0,,0,,,0,,,,,,,
6976510154030,ASC - Magic Portraits - CC ($35),2026-01-18,2026-01-18,77.0,3623,3100,1.16871,21.253105,148,0.52027,4.085012,111,3.063759,1.0,,,,77.0,0.009009009009009009
6976513156630,ASC - Magic Portraits,2026-01-18,2026-01-18,802.68,46643,36783,1.268059,17.209013,1414,0.567666,3.031537,1127,2.416225,23.0,884.3,,1.101684,34.899130434782606,0.02040816326530612
6985706012030,1 - Testing,2026-01-18,2026-01-18,0.0,0,0,0.0,,0,,,0,,,,,,,
6976510154030,ASC - Magic Portraits - CC ($35),2026-01-19,2026-01-19,28.37,1256,1043,1.204219,22.58758,59,0.480847,4.697452,51,4.06051,,,,,,
6976513156630,ASC - Magic Portraits,2026-01-19,2026-01-19,701.9,40727,31308,1.30085,17.234267,1276,0.550078,3.133057,996,2.445552,27.0,1286.62,,1.833053,25.996296296296297,0.02710843373493976
6976510154030,ASC - Magic Portraits - CC ($35),2026-01-20,2026-01-20,29.84,1751,1434,1.22106,17.04169,68,0.438824,3.883495,51,2.912621,,,,,,
6976513156630,ASC - Magic Portraits,2026-01-20,2026-01-20,681.42,41024,32052,1.27992,16.610277,987,0.690395,2.405909,767,1.869637,21.0,753.15,,1.105265,32.44857142857143,0.027379400260756193
6976510154030,ASC - Magic Portraits - CC ($35),2026-01-21,2026-01-21,55.0,2528,1935,1.30646,21.756329,124,0.443548,4.905063,99,3.916139,1.0,34.99,,0.636182,55.0,0.010101010101010102
6976513156630,ASC - Magic Portraits,2026-01-21,2026-01-21,688.09,37524,29504,1.271828,18.337331,1028,0.669348,2.73958,783,2.086665,17.0,444.41,,0.64586,40.47588235294118,0.021711366538952746
6976510154030,ASC - Magic Portraits - CC ($35),2026-01-22,2026-01-22,18.15,964,829,1.162847,18.827801,33,0.55,3.423237,28,2.904564,1.0,23.96,,1.32011,18.15,0.03571428571428571
6976513156630,ASC - Magic Portraits,2026-01-22,2026-01-22,776.22,43778,34703,1.261505,17.730824,1064,0.72953,2.430445,833,1.902782,28.0,1280.28,,1.649378,27.72214285714286,0.03361344537815126
6976510154030,ASC - Magic Portraits - CC ($35),2026-01-23,2026-01-23,6.09,394,330,1.193939,15.456853,19,0.320526,4.822335,20,5.076142,,,,,,
6976513156630,ASC - Magic Portraits,2026-01-23,2026-01-23,1303.4,70982,55628,1.276012,18.362402,1624,0.802586,2.287904,1286,1.811727,18.0,732.97,,0.562352,72.41111111111111,0.013996889580093312
6976510154030,ASC - Magic Portraits - CC ($35),2026-01-24,2026-01-24,38.83,1996,1637,1.219304,19.453908,83,0.467831,4.158317,73,3.657315,,,,,,
6976513156630,ASC - Magic Portraits,2026-01-24,2026-01-24,1062.51,55014,43786,1.256429,19.313447,1454,0.73075,2.642964,1159,2.106736,28.0,1062.54,,1.000028,37.94678571428572,0.024158757549611734
6976510154030,ASC - Magic Portraits - CC ($35),2026-01-25,2026-01-25,24.73,1354,1136,1.191901,18.264402,46,0.537609,3.397341,38,2.806499,1.0,23.96,,0.968864,24.73,0.02631578947368421
6976513156630,ASC - Magic Portraits,2026-01-25,2026-01-25,1900.89,147928,119942,1.233329,12.850103,3279,0.579716,2.216619,2537,1.715024,51.0,1675.73,2.0,0.88155,37.27235294117647,0.02010248324793063
6976510154030,ASC - Magic Portraits - CC ($35),2026-01-26,2026-01-26,6.57,422,350,1.205714,15.56872,20,0.3285,4.739336,17,4.028436,,,,,,
6976513156630,ASC - Magic Portraits,2026-01-26,2026-01-26,1363.55,95087,76540,1.242318,14.340025,2048,0.665796,2.153817,1594,1.67636,39.0,1368.62,6.0,1.003718,34.962820512820514,0.024466750313676285
6976510154030,ASC - Magic Portraits - CC ($35),2026-01-27,2026-01-27,2.55,193,176,1.096591,13.212435,7,0.364286,3.626943,5,2.590674,1.0,17.97,,7.047059,2.55,0.2
6976513156630,ASC - Magic Portraits,2026-01-27,2026-01-27,2283.49,160921,129704,1.240679,14.190131,2765,0.825855,1.718234,2102,1.306231,36.0,923.57,3.0,0.404455,63.430277777777775,0.017126546146527116
6985706012030,1 - Testing,2026-01-27,2026-01-27,39.32,1385,1138,1.217047,28.389892,36,1.092222,2.599278,22,1.588448,,,,,,
6976510154030,ASC - Magic Portraits - CC ($35),2026-01-28,2026-01-28,15.77,799,683,1.169839,19.737171,21,0.750952,2.628285,21,2.628285,1.0,55.92,,3.545973,15.77,0.047619047619047616
6976513156630,ASC - Magic Portraits,2026-01-28,2026-01-28,2104.93,118478,97322,1.217381,17.766421,2272,0.926466,1.917656,1711,1.44415,35.0,987.03,1.0,0.468913,60.140857142857136,0.020455873758036237
6985706012030,1 - Testing,2026-01-28,2026-01-28,49.21,1845,1414,1.304809,26.672087,52,0.946346,2.818428,45,2.439024,2.0,63.95,,1.299533,24.605,0.044444444444444446
6976510154030,ASC - Magic Portraits - CC ($35),2026-01-29,2026-01-29,14.94,734,642,1.143302,20.354223,21,0.711429,2.861035,17,2.316076,1.0,23.96,,1.603748,14.94,0.058823529411764705
6976513156630,ASC - Magic Portraits,2026-01-29,2026-01-29,1989.98,95986,79925,1.200951,20.731982,1948,1.02155,2.029463,1472,1.533557,44.0,1327.17,,0.666926,45.22681818181818,0.029891304347826088
6985706012030,1 - Testing,2026-01-29,2026-01-29,93.76,3540,2840,1.246479,26.485876,88,1.065455,2.485876,71,2.00565,,,,,,
6976510154030,ASC - Magic Portraits - CC ($35),2026-01-30,2026-01-30,52.31,2312,1909,1.211105,22.625433,65,0.804769,2.811419,57,2.465398,1.0,83.87,,1.603326,52.31,0.017543859649122806
6976513156630,ASC - Magic Portraits,2026-01-30,2026-01-30,1574.65,77816,62867,1.237788,20.235556,1713,0.919235,2.201347,1275,1.638481,37.0,1719.83,,1.092198,42.55810810810811,0.029019607843137254
6985706012030,1 - Testing,2026-01-30,2026-01-30,99.57,3830,3130,1.223642,25.997389,105,0.948286,2.741514,71,1.853786,,,,,,
6976510154030,ASC - Magic Portraits - CC ($35),2026-01-31,2026-01-31,75.6,3218,2790,1.153405,23.492853,107,0.706542,3.325047,84,2.610317,1.0,23.96,,0.316931,75.6,0.011904761904761904
6976513156630,ASC - Magic Portraits,2026-01-31,2026-01-31,1466.13,71097,59064,1.203728,20.621545,1769,0.82879,2.48815,1396,1.963515,21.0,978.52,,0.667417,69.8157142857143,0.01504297994269341
6985706012030,1 - Testing,2026-01-31,2026-01-31,83.52,3459,2803,1.234035,24.145707,88,0.949091,2.544088,65,1.879156,1.0,55.95,,0.669899,83.52,0.015384615384615385
6976510154030,ASC - Magic Portraits - CC ($35),2026-02-01,2026-02-01,38.62,1796,1541,1.165477,21.503341,52,0.742692,2.895323,46,2.561247,1.0,139.93,,3.623252,38.62,0.021739130434782608
6976513156630,ASC - Magic Portraits,2026-02-01,2026-02-01,1805.85,104650,86825,1.205298,17.256092,2144,0.842281,2.048734,1631,1.558528,55.0,1788.92,,0.990625,32.83363636363636,0.03372164316370325
6985706012030,1 - Testing,2026-02-01,2026-02-01,108.92,4363,3323,1.31297,24.964474,123,0.885528,2.819161,102,2.337841,1.0,17.97,,0.164983,108.92,0.00980392156862745
6976510154030,ASC - Magic Portraits - CC ($35),2026-02-02,2026-02-02,11.32,633,543,1.165746,17.883096,16,0.7075,2.527646,14,2.21169,,,,,,
6976513156630,ASC - Magic Portraits,2026-02-02,2026-02-02,1513.13,88795,72407,1.226332,17.040712,1729,0.875147,1.947182,1264,1.423504,22.0,849.72,,0.561564,68.77863636363637,0.01740506329113924
6985706012030,1 - Testing,2026-02-02,2026-02-02,56.62,2695,2129,1.265853,21.009276,80,0.70775,2.96846,44,1.632653,,,,,,
6976510154030,ASC - Magic Portraits - CC ($35),2026-02-03,2026-02-03,9.54,656,584,1.123288,14.542683,23,0.414783,3.506098,18,2.743902,,,,,,
6976513156630,ASC - Magic Portraits,2026-02-03,2026-02-03,1399.04,76900,62322,1.233914,18.192978,1563,0.895099,2.03251,1230,1.59948,28.0,1304.06,59.0,0.932111,49.965714285714284,0.022764227642276424
6985706012030,1 - Testing,2026-02-03,2026-02-03,94.93,4035,3229,1.249613,23.526642,128,0.741641,3.172243,105,2.60223,1.0,36.97,2.0,0.389445,94.93,0.009523809523809525
6976510154030,ASC - Magic Portraits - CC ($35),2026-02-04,2026-02-04,2.49,232,215,1.07907,10.732759,3,0.83,1.293103,3,1.293103,,,,,,
6976513156630,ASC - Magic Portraits,2026-02-04,2026-02-04,1608.17,92873,74533,1.246066,17.315797,1770,0.908571,1.905828,1414,1.522509,48.0,2784.08,90.0,1.73121,33.50354166666667,0.033946251768033946
6985706012030,1 - Testing,2026-02-04,2026-02-04,73.75,3271,2413,1.355574,22.546622,87,0.847701,2.659737,78,2.384592,,,1.0,,,
6976510154030,ASC - Magic Portraits - CC ($35),2026-02-05,2026-02-05,1.21,77,75,1.026667,15.714286,3,0.403333,3.896104,3,3.896104,,,,,,
6976513156630,ASC - Magic Portraits,2026-02-05,2026-02-05,1512.95,80978,65377,1.238631,18.68347,1616,0.936231,1.995604,1262,1.558448,37.0,2050.43,81.0,1.355253,40.89054054054054,0.029318541996830427
6985706012030,1 - Testing,2026-02-05,2026-02-05,76.22,3557,2517,1.41319,21.42817,99,0.769899,2.783244,91,2.558336,2.0,145.85,2.0,1.91354,38.11,0.02197802197802198
6976510154030,ASC - Magic Portraits - CC ($35),2026-02-06,2026-02-06,6.62,274,247,1.109312,24.160584,8,0.8275,2.919708,8,2.919708,2.0,41.93,,6.333837,3.31,0.25
6976513156630,ASC - Magic Portraits,2026-02-06,2026-02-06,1582.02,87889,70449,1.247555,18.000205,1655,0.955903,1.883057,1297,1.475725,27.0,786.8,3.0,0.497339,58.593333333333334,0.02081727062451812
6985706012030,1 - Testing,2026-02-06,2026-02-06,55.47,2413,1860,1.297312,22.987982,54,1.027222,2.237878,41,1.69913,1.0,11.98,,0.215973,55.47,0.024390243902439025
6976510154030,ASC - Magic Portraits - CC ($35),2026-02-07,2026-02-07,60.92,2402,2036,1.179764,25.362198,57,1.068772,2.373022,44,1.831807,,,,,,
6976513156630,ASC - Magic Portraits,2026-02-07,2026-02-07,1601.66,72912,56816,1.2833,21.967029,1700,0.942153,2.331578,1354,1.857033,25.0,734.88,7.0,0.458824,64.0664,0.01846381093057607
6985706012030,1 - Testing,2026-02-07,2026-02-07,46.03,1981,1632,1.213848,23.23574,44,1.046136,2.2211,38,1.918223,,,,,,
6976510154030,ASC - Magic Portraits - CC ($35),2026-02-08,2026-02-08,62.95,2680,2347,1.141883,23.488806,66,0.953788,2.462687,55,2.052239,1.0,22.98,1.0,0.365052,62.95,0.01818181818181818
6976513156630,ASC - Magic Portraits,2026-02-08,2026-02-08,1867.19,83733,63558,1.317427,22.299332,1810,1.031597,2.161633,1436,1.714975,30.0,1453.28,78.0,0.778325,62.23966666666667,0.020891364902506964
6985706012030,1 - Testing,2026-02-08,2026-02-08,53.41,2150,1698,1.266196,24.84186,67,0.797164,3.116279,61,2.837209,2.0,163.78,1.0,3.066467,26.705,0.03278688524590164
6976510154030,ASC - Magic Portraits - CC ($35),2026-02-09,2026-02-09,4.05,198,178,1.11236,20.454545,5,0.81,2.525253,4,2.020202,,,,,,
6976513156630,ASC - Magic Portraits,2026-02-09,2026-02-09,1273.31,61551,48559,1.267551,20.687073,1304,0.976465,2.118568,996,1.61817,21.0,1293.39,61.0,1.01577,60.63380952380952,0.02108433734939759
6985706012030,1 - Testing,2026-02-09,2026-02-09,51.25,2160,1758,1.228669,23.726852,86,0.59593,3.981481,90,4.166667,,,1.0,,,
6976510154030,ASC - Magic Portraits - CC ($35),2026-02-10,2026-02-10,1.4,76,72,1.055556,18.421053,3,0.466667,3.947368,3,3.947368,,,,,,
6976513156630,ASC - Magic Portraits,2026-02-10,2026-02-10,1355.64,67809,55082,1.231056,19.992036,1364,0.993871,2.011532,1066,1.572063,42.0,2192.24,79.0,1.617125,32.27714285714286,0.039399624765478425
6985706012030,1 - Testing,2026-02-10,2026-02-10,49.0,1923,1617,1.189239,25.481019,52,0.942308,2.704108,50,2.600104,2.0,125.91,2.0,2.569592,24.5,0.04
6976510154030,ASC - Magic Portraits - CC ($35),2026-02-11,2026-02-11,0.24,21,20,1.05,11.428571,0,,0.0,0,,,,,,,
6976513156630,ASC - Magic Portraits,2026-02-11,2026-02-11,1352.85,64202,48627,1.320295,21.071773,1431,0.945388,2.228903,1108,1.725803,32.0,1705.27,57.0,1.260502,42.2765625,0.02888086642599278
6985706012030,1 - Testing,2026-02-11,2026-02-11,53.79,1826,1556,1.173522,29.457831,54,0.996111,2.957284,43,2.354874,2.0,78.94,4.0,1.467559,26.895,0.046511627906976744
6976510154030,ASC - Magic Portraits - CC ($35),2026-02-12,2026-02-12,5.25,167,156,1.070513,31.437126,7,0.75,4.191617,5,2.994012,,,,,,
6976513156630,ASC - Magic Portraits,2026-02-12,2026-02-12,1271.5,57285,44376,1.2909,22.196037,1337,0.95101,2.333944,1034,1.80501,37.0,1892.66,54.0,1.488525,34.36486486486486,0.035783365570599614
6985706012030,1 - Testing,2026-02-12,2026-02-12,49.08,1647,1382,1.191751,29.799636,58,0.846207,3.521554,45,2.73224,,,2.0,,,
6976510154030,ASC - Magic Portraits - CC ($35),2026-02-13,2026-02-13,2.21,105,99,1.060606,21.047619,0,,0.0,0,,,,,,,
6976513156630,ASC - Magic Portraits,2026-02-13,2026-02-13,1633.05,80621,60222,1.33873,20.255889,1811,0.901739,2.246313,1471,1.824587,44.0,2444.27,74.0,1.496751,37.11477272727273,0.02991162474507138
6985706012030,1 - Testing,2026-02-13,2026-02-13,86.43,3096,2664,1.162162,27.916667,90,0.960333,2.906977,90,2.906977,4.0,323.62,4.0,3.744302,21.6075,0.044444444444444446
6976510154030,ASC - Magic Portraits - CC ($35),2026-02-14,2026-02-14,62.34,2947,2348,1.255111,21.153716,73,0.853973,2.477095,64,2.1717,1.0,36.97,,0.593038,62.34,0.015625
6976513156630,ASC - Magic Portraits,2026-02-14,2026-02-14,1101.69,50700,36923,1.373128,21.729586,1305,0.844207,2.573965,1071,2.112426,49.0,2272.1,79.0,2.062377,22.483469387755104,0.0457516339869281
6985706012030,1 - Testing,2026-02-14,2026-02-14,59.49,2266,2071,1.094157,26.25331,84,0.708214,3.706973,79,3.48632,3.0,124.9,10.0,2.099513,19.830000000000002,0.0379746835443038
6976510154030,ASC - Magic Portraits - CC ($35),2026-02-15,2026-02-15,74.46,3631,3006,1.207918,20.506747,60,1.241,1.652437,52,1.432112,1.0,50.96,2.0,0.684394,74.46,0.019230769230769232
