date_start,date_stop,spend,impressions,reach,frequency,cpm,clicks,ctr,inline_link_clicks,age,gender,purchases,purchase_value,checkouts_initiated,purchase_roas,cpc,inline_link_click_ctr,cpa,cvr
2026-01-06,2026-01-06,22.21,1171,959,1.221064,18.966695,10,0.853971,9,55-64,male,3.0,91.87,,4.136425,2.221,0.768574,7.403333333333333,0.3333333333333333
2026-01-06,2026-01-06,1.64,96,84,1.142857,17.083333,3,3.125,3,55-64,unknown,,,,,0.546667,3.125,,
2026-01-06,2026-01-06,182.93,8525,6836,1.247074,21.458065,213,2.498534,179,65+,female,1.0,11.98,,0.06549,0.858826,2.099707,182.93,0.00558659217877095
2026-01-06,2026-01-06,10.95,590,457,1.291028,18.559322,5,0.847458,6,65+,male,,,,,2.19,1.016949,,
2026-01-06,2026-01-06,2.96,81,63,1.285714,36.54321,5,6.17284,4,65+,unknown,,,,,0.592,4.938272,,
2026-01-07,2026-01-07,0.860028,73,66,1.106061,11.781203,2,2.739726,1,18-24,female,,,,,0.430014,1.369863,,
2026-01-07,2026-01-07,0.210007,15,9,1.666667,14.000453,0,0.0,0,18-24,male,,,,,,,,
2026-01-07,2026-01-07,0.040001,2,2,1.0,20.000647,0,0.0,0,18-24,unknown,,,,,,,,
2026-01-07,2026-01-07,15.470501,1048,723,1.449516,14.761928,17,1.622137,17,25-34,female,,,,,0.910029,1.622137,,
2026-01-07,2026-01-07,1.970064,168,130,1.292308,11.72657,2,1.190476,2,25-34,male,,,,,0.985032,1.190476,,
2026-01-07,2026-01-07,0.080003,12,6,2.0,6.666882,1,8.333333,1,25-34,unknown,,,,,0.080003,8.333333,,
2026-01-07,2026-01-07,66.932166,4593,3507,1.309666,14.572647,69,1.502286,59,35-44,female,,,,,0.970031,1.284563,,
2026-01-07,2026-01-07,5.770187,574,412,1.393204,10.05259,6,1.045296,5,35-44,male,,,,,0.961698,0.87108,,
2026-01-07,2026-01-07,0.32001,31,27,1.148148,10.322915,0,0.0,0,35-44,unknown,,,,,,,,
2026-01-07,2026-01-07,203.956599,12621,10325,1.222373,16.160098,254,2.012519,204,45-54,female,2.0,622.96,,3.054375,0.802979,1.616354,101.9782995,0.00980392156862745
2026-01-07,2026-01-07,17.32056,1056,849,1.243816,16.402046,13,1.231061,11,45-54,male,,,,,1.332351,1.041667,,
2026-01-07,2026-01-07,1.070035,63,59,1.067797,16.984677,2,3.174603,1,45-54,unknown,,,,,0.535017,1.587302,,
2026-01-07,2026-01-07,327.660602,16669,12982,1.284009,19.656884,389,2.333673,315,55-64,female,5.0,158.83,,0.484739,0.842315,1.889735,65.5321204,0.015873015873015872
2026-01-07,2026-01-07,28.170912,1516,1152,1.315972,18.582395,26,1.71504,22,55-64,male,,,,,1.083497,1.451187,,
2026-01-07,2026-01-07,1.320043,79,74,1.067568,16.709401,2,2.531646,3,55-64,unknown,,,,,0.660021,3.797468,,
2026-01-07,2026-01-07,235.17761,9650,7556,1.277131,24.370737,320,3.316062,249,65+,female,2.0,83.86,,0.356582,0.73493,2.580311,117.588805,0.008032128514056224
2026-01-07,2026-01-07,19.000615,915,669,1.367713,20.765699,16,1.748634,13,65+,male,,,,,1.187538,1.420765,,
2026-01-07,2026-01-07,1.830059,94,65,1.446154,19.468715,0,0.0,0,65+,unknown,,,,,,,,
2026-01-07,2026-01-07,0.0,0,0,0.0,,0,,0,Unknown,unknown,,,,,,,,
2026-01-08,2026-01-08,1.610537,120,99,1.212121,13.421141,1,0.833333,1,18-24,female,,,,,1.610537,0.833333,,
2026-01-08,2026-01-08,0.100033,10,9,1.111111,10.003335,0,0.0,0,18-24,male,,,,,,,,
2026-01-08,2026-01-08,15.865289,1202,822,1.462287,13.199075,27,2.246256,23,25-34,female,1.0,23.96,,1.510215,0.587603,1.913478,15.865289,0.043478260869565216
2026-01-08,2026-01-08,2.020674,216,155,1.393548,9.35497,5,2.314815,4,25-34,male,,,,,0.404135,1.851852,,
2026-01-08,2026-01-08,0.3001,11,8,1.375,27.281822,0,0.0,0,25-34,unknown,,,,,,,,
2026-01-08,2026-01-08,67.622542,5142,4030,1.275931,13.151019,69,1.34189,55,35-44,female,1.0,114.65,,1.695441,0.980037,1.069623,67.622542,0.01818181818181818
2026-01-08,2026-01-08,8.632878,691,508,1.360236,12.493311,10,1.447178,9,35-44,male,,,,,0.863288,1.30246,,
2026-01-08,2026-01-08,0.230077,26,24,1.083333,8.849104,0,0.0,0,35-44,unknown,,,,,,,,
2026-01-08,2026-01-08,219.803272,13770,10722,1.284275,15.962474,305,2.21496,236,45-54,female,1.0,29.95,,0.136258,0.720666,1.713871,219.803272,0.00423728813559322
2026-01-08,2026-01-08,19.696566,1223,945,1.29418,16.105123,17,1.390025,16,45-54,male,,,,,1.158622,1.308258,,
2026-01-08,2026-01-08,0.830277,70,57,1.22807,11.861097,3,4.285714,3,45-54,unknown,,,,,0.276759,4.285714,,
2026-01-08,2026-01-08,331.520513,17418,13600,1.280735,19.033213,399,2.290734,315,55-64,female,12.0,328.48,,0.990829,0.830878,1.808474,27.626709416666667,0.0380952380952381
2026-01-08,2026-01-08,26.06869,1633,1256,1.300159,15.96368,24,1.469688,19,55-64,male,,,,,1.086195,1.163503,,
2026-01-08,2026-01-08,1.47049,102,91,1.120879,14.41657,2,1.960784,1,55-64,unknown,,,,,0.735245,0.980392,,
2026-01-08,2026-01-08,238.969661,10458,7690,1.359948,22.850417,320,3.059858,251,65+,female,5.0,126.8,,0.530611,0.74678,2.400077,47.7939322,0.0199203187250996
2026-01-08,2026-01-08,22.997666,1073,736,1.45788,21.433053,29,2.702703,25,65+,male,,,,,0.793023,2.329916,,
2026-01-08,2026-01-08,2.210737,117,76,1.539474,18.895188,3,2.564103,3,65+,unknown,,,,,0.736912,2.564103,,
2026-01-09,2026-01-09,1.080198,92,75,1.226667,11.74128,1,1.086957,1,18-24,female,,,,,1.080198,1.086957,,
2026-01-09,2026-01-09,0.040007,7,6,1.166667,5.715332,0,0.0,0,18-24,male,,,,,,,,
2026-01-09,2026-01-09,0.040007,3,3,1.0,13.335775,0,0.0,0,18-24,unknown,,,,,,,,
2026-01-09,2026-01-09,15.852903,1100,741,1.48448,14.41173,20,1.818182,17,25-34,female,,,,,0.792645,1.545455,,
2026-01-09,2026-01-09,2.470452,209,148,1.412162,11.820346,0,0.0,0,25-34,male,,,,,,,,
2026-01-09,2026-01-09,0.200037,10,8,1.25,20.003663,0,0.0,0,25-34,unknown,,,,,,,,
2026-01-09,2026-01-09,78.234325,5160,3961,1.302701,15.161691,94,1.821705,68,35-44,female,1.0,666.54,,8.51979,0.83228,1.317829,78.234325,0.014705882352941176
2026-01-09,2026-01-09,9.471734,739,563,1.312611,12.816961,19,2.571042,17,35-44,male,,,,,0.498512,2.300406,,
2026-01-09,2026-01-09,0.38007,28,26,1.076923,13.573914,1,3.571429,1,35-44,unknown,,,,,0.38007,3.571429,,
2026-01-09,2026-01-09,204.337415,12715,9537,1.333228,16.070579,289,2.272906,224,45-54,female,3.0,143.76,,0.703542,0.70705,1.761699,68.11247166666666,0.013392857142857142
2026-01-09,2026-01-09,23.934383,1289,977,1.319345,18.568179,27,2.094647,22,45-54,male,1.0,55.95,,2.337641,0.886459,1.706749,23.934383,0.045454545454545456
2026-01-09,2026-01-09,1.290236,79,64,1.234375,16.332104,2,2.531646,1,45-54,unknown,,,,,0.645118,1.265823,,
2026-01-09,2026-01-09,302.5554,15164,11735,1.292203,19.952216,433,2.855447,334,55-64,female,11.0,609.85,,2.015664,0.698742,2.202585,27.505036363636364,0.03293413173652695
2026-01-09,2026-01-09,28.245172,1583,1203,1.315877,17.842812,39,2.463677,25,55-64,male,1.0,,,,0.724235,1.57928,28.245172,0.04
2026-01-09,2026-01-09,1.010185,73,65,1.123077,13.83815,1,1.369863,0,55-64,unknown,,,,,1.010185,,,
2026-01-09,2026-01-09,183.473595,8148,6105,1.334644,22.517623,259,3.178694,212,65+,female,2.0,47.92,,0.261182,0.708392,2.601865,91.7367975,0.009433962264150943
2026-01-09,2026-01-09,19.913646,873,624,1.399038,22.810591,36,4.123711,26,65+,male,,,,,0.553157,2.978236,,
2026-01-09,2026-01-09,1.280234,69,53,1.301887,18.554122,1,1.449275,0,65+,unknown,,,,,1.280234,,,
2026-01-09,2026-01-09,0.0,0,0,0.0,,0,,0,Unknown,unknown,,,,,,,,
2026-01-10,2026-01-10,0.930129,75,58,1.293103,12.401721,0,0.0,0,18-24,female,,,,,,,,
2026-01-10,2026-01-10,0.040006,8,8,1.0,5.000694,0,0.0,0,18-24,male,,,,,,,,
2026-01-10,2026-01-10,15.292122,1016,699,1.453505,15.051301,22,2.165354,18,25-34,female,1.0,17.97,,1.175115,0.695096,1.771654,15.292122,0.05555555555555555
2026-01-10,2026-01-10,1.770246,171,123,1.390244,10.352314,4,2.339181,4,25-34,male,,,,,0.442561,2.339181,,
2026-01-10,2026-01-10,0.280039,11,8,1.375,25.458078,0,0.0,0,25-34,unknown,,,,,,,,
2026-01-10,2026-01-10,73.170153,5014,3707,1.352576,14.59317,95,1.894695,74,35-44,female,6.0,241.0,,3.293693,0.770212,1.475868,12.1950255,0.08108108108108109
2026-01-10,2026-01-10,8.591192,666,488,1.364754,12.899688,10,1.501502,11,35-44,male,,,,,0.859119,1.651652,,
2026-01-10,2026-01-10,0.800111,30,26,1.153846,26.670367,0,0.0,0,35-44,unknown,,,,,,,,
2026-01-10,2026-01-10,195.897182,12263,8987,1.364527,15.974654,276,2.250673,228,45-54,female,3.0,53.91,,0.275195,0.709772,1.859251,65.29906066666666,0.013157894736842105
2026-01-10,2026-01-10,18.95263,1285,972,1.322016,14.749128,17,1.322957,13,45-54,male,,,,,1.114861,1.011673,,
2026-01-10,2026-01-10,1.240172,80,62,1.290323,15.502151,3,3.75,2,45-54,unknown,,,,,0.413391,2.5,,
2026-01-10,2026-01-10,279.458776,14649,11176,1.310755,19.076987,473,3.228889,357,55-64,female,11.0,266.26,,0.95277,0.590822,2.437026,25.405343272727272,0.03081232492997199
2026-01-10,2026-01-10,24.923458,1613,1202,1.34193,15.451617,49,3.037818,40,55-64,male,,,,,0.508642,2.479851,,
2026-01-10,2026-01-10,1.990276,84,67,1.253731,23.693764,2,2.380952,2,55-64,unknown,,,,,0.995138,2.380952,,
2026-01-10,2026-01-10,152.361141,7491,5657,1.3242,20.339226,258,3.444133,205,65+,female,8.0,289.56,,1.900485,0.590547,2.736617,19.045142625,0.03902439024390244
2026-01-10,2026-01-10,16.122237,876,609,1.438424,18.40438,21,2.39726,16,65+,male,,,,,0.767726,1.826484,,
2026-01-10,2026-01-10,0.950132,75,54,1.388889,12.668424,3,4.0,2,65+,unknown,,,,,0.316711,2.666667,,
2026-01-11,2026-01-11,2.320425,97,82,1.182927,23.92191,6,6.185567,5,18-24,female,,,,,0.386738,5.154639,,
2026-01-11,2026-01-11,0.11002,12,11,1.090909,9.168347,0,0.0,0,18-24,male,,,,,,,,
2026-01-11,2026-01-11,0.050009,6,5,1.2,8.334861,0,0.0,0,18-24,unknown,,,,,,,,
2026-01-11,2026-01-11,18.82345,1324,926,1.429806,14.217107,29,2.190332,21,25-34,female,2.0,114.95,,6.106745,0.649084,1.586103,9.411725,0.09523809523809523
2026-01-11,2026-01-11,3.070563,218,157,1.388535,14.08515,5,2.293578,4,25-34,male,,,,,0.614113,1.834862,,
2026-01-11,2026-01-11,0.010002,5,5,1.0,2.000367,0,0.0,0,25-34,unknown,,,,,,,,
2026-01-11,2026-01-11,82.01503,6726,4786,1.405349,12.19373,142,2.11121,111,35-44,female,2.0,128.86,,1.571175,0.577571,1.650312,41.007515,0.018018018018018018
2026-01-11,2026-01-11,8.651585,761,538,1.414498,11.368706,8,1.051248,6,35-44,male,,,,,1.081448,0.788436,,
2026-01-11,2026-01-11,0.420077,38,35,1.085714,11.054657,0,0.0,0,35-44,unknown,,,,,,,,
2026-01-11,2026-01-11,245.134923,17057,12918,1.320406,14.371514,400,2.345078,328,45-54,female,6.0,190.69,,0.777898,0.612837,1.922964,40.8558205,0.018292682926829267
2026-01-11,2026-01-11,18.373367,1470,1148,1.280488,12.498889,23,1.564626,16,45-54,male,,,,,0.798842,1.088435,,
2026-01-11,2026-01-11,1.250229,117,94,1.244681,10.685719,2,1.709402,2,45-54,unknown,,,,,0.625115,1.709402,,
2026-01-11,2026-01-11,340.092324,20852,16115,1.29395,16.309818,527,2.527336,411,55-64,female,11.0,341.43,,1.003933,0.645336,1.971034,30.917484,0.0267639902676399
2026-01-11,2026-01-11,29.475402,1939,1414,1.371287,15.201342,57,2.93966,43,55-64,male,,,,,0.517112,2.217638,,
2026-01-11,2026-01-11,0.960176,104,92,1.130435,9.232461,3,2.884615,3,55-64,unknown,,,,,0.320059,2.884615,,
2026-01-11,2026-01-11,212.798997,10717,8076,1.327018,19.856209,361,3.36848,268,65+,female,4.0,71.88,,0.337784,0.589471,2.5007,53.19974925,0.014925373134328358
2026-01-11,2026-01-11,16.483021,1037,759,1.366271,15.894909,37,3.567985,32,65+,male,,,,,0.445487,3.085824,,
2026-01-11,2026-01-11,2.190401,108,77,1.402597,20.281494,4,3.703704,3,65+,unknown,1.0,23.96,,10.938634,0.5476,2.777778,2.190401,0.3333333333333333
2026-01-11,2026-01-11,0.0,0,0,0.0,,0,,0,Unknown,unknown,,,,,,,,
2026-01-12,2026-01-12,0.959965,90,75,1.2,10.666279,0,0.0,0,18-24,female,,,,,,,,
2026-01-12,2026-01-12,0.059998,10,5,2.0,5.999782,0,0.0,0,18-24,male,,,,,,,,
2026-01-12,2026-01-12,0.01,2,2,1.0,4.999818,0,0.0,0,18-24,unknown,,,,,,,,
2026-01-12,2026-01-12,16.739391,1371,948,1.446203,12.209622,16,1.167031,17,25-34,female,,,,,1.046212,1.239971,,
2026-01-12,2026-01-12,1.319952,193,126,1.531746,6.83913,0,0.0,0,25-34,male,,,,,,,,
2026-01-12,2026-01-12,0.079997,9,6,1.5,8.888566,0,0.0,0,25-34,unknown,,,,,,,,
2026-01-12,2026-01-12,93.5166,8486,6732,1.260547,11.020104,128,1.508367,104,35-44,female,1.0,27.98,,0.299198,0.730598,1.225548,93.5166,0.009615384615384616
2026-01-12,2026-01-12,7.529726,761,535,1.42243,9.894515,6,0.788436,5,35-44,male,,,,,1.254954,0.65703,,
2026-01-12,2026-01-12,0.929966,59,44,1.340909,15.762139,5,8.474576,5,35-44,unknown,,,,,0.185993,8.474576,,
2026-01-12,2026-01-12,266.790299,22476,18155,1.238006,11.870008,358,1.59281,252,45-54,female,,,,,0.745224,1.121196,,
2026-01-12,2026-01-12,19.589288,1588,1178,1.348048,12.335824,17,1.070529,14,45-54,male,,,,,1.152311,0.881612,,
2026-01-12,2026-01-12,1.609941,113,90,1.255556,14.24727,3,2.654867,2,45-54,unknown,,,,,0.536647,1.769912,,
2026-01-12,2026-01-12,407.245192,26814,20975,1.278379,15.187782,618,2.304766,449,55-64,female,12.0,345.76,,0.849022,0.658973,1.674498,33.93709933333333,0.026726057906458798
2026-01-12,2026-01-12,25.539071,1955,1442,1.355756,13.063464,18,0.920716,15,55-64,male,,,,,1.418837,0.767263,,
2026-01-12,2026-01-12,1.319952,144,126,1.142857,9.166333,1,0.694444,0,55-64,unknown,,,,,1.319952,,,
2026-01-12,2026-01-12,241.021236,13267,9999,1.326833,18.166973,350,2.638125,273,65+,female,4.0,93.56,,0.388182,0.688632,2.057737,60.255309,0.014652014652014652
2026-01-12,2026-01-12,12.38955,963,704,1.367898,12.865576,17,1.765317,12,65+,male,,,,,0.728797,1.246106,,
2026-01-12,2026-01-12,3.429875,142,103,1.378641,24.154051,4,2.816901,3,65+,unknown,,,,,0.857469,2.112676,,
2026-01-13,2026-01-13,0.690305,46,41,1.121951,15.00662,1,2.173913,1,18-24,female,,,,,0.690305,2.173913,,
2026-01-13,2026-01-13,0.100044,7,6,1.166667,14.292019,0,0.0,0,18-24,male,,,,,,,,
2026-01-13,2026-01-13,10.40459,948,591,1.604061,10.975305,26,2.742616,17,25-34,female,,,,,0.400177,1.793249,,
2026-01-13,2026-01-13,0.540238,90,54,1.666667,6.002648,1,1.111111,0,25-34,male,,,,,0.540238,,,
2026-01-13,2026-01-13,0.020009,4,3,1.333333,5.002207,0,0.0,0,25-34,unknown,,,,,,,,
2026-01-13,2026-01-13,66.689417,5192,3844,1.350676,12.844649,84,1.617874,70,35-44,female,2.0,79.88,,1.197791,0.793922,1.348228,33.3447085,0.02857142857142857
2026-01-13,2026-01-13,4.481977,442,268,1.649254,10.14022,6,1.357466,4,35-44,male,,,,,0.746996,0.904977,,
2026-01-13,2026-01-13,0.360159,33,26,1.269231,10.913905,1,3.030303,1,35-44,unknown,,,,,0.360159,3.030303,,
2026-01-13,2026-01-13,203.609814,14944,12114,1.233614,13.624854,255,1.70637,195,45-54,female,2.0,23.96,,0.117676,0.79847,1.304872,101.804907,0.010256410256410256
2026-01-13,2026-01-13,12.435485,970,727,1.33425,12.820088,15,1.546392,12,45-54,male,,,,,0.829032,1.237113,,
2026-01-13,2026-01-13,1.27056,99,81,1.222222,12.833944,3,3.030303,2,45-54,unknown,,,,,0.42352,2.020202,,
2026-01-13,2026-01-13,326.524032,18828,14944,1.259904,17.34247,474,2.517527,361,55-64,female,5.0,282.5,,0.865174,0.688869,1.917357,65.30480639999999,0.013850415512465374
2026-01-13,2026-01-13,17.237604,1309,936,1.398504,13.168528,23,1.757066,18,55-64,male,,,,,0.749461,1.375095,,
2026-01-13,2026-01-13,1.590702,102,86,1.186047,15.595114,3,2.941176,1,55-64,unknown,,,,,0.530234,0.980392,,
2026-01-13,2026-01-13,198.927748,9446,7047,1.340429,21.059469,287,3.038323,227,65+,female,3.0,127.02,,0.638523,0.693128,2.403134,66.30924933333334,0.013215859030837005
2026-01-13,2026-01-13,13.696041,724,478,1.514644,18.917184,24,3.314917,22,65+,male,,,,,0.570668,3.038674,,
2026-01-13,2026-01-13,2.891275,87,65,1.338462,33.23305,3,3.448276,1,65+,unknown,,,,,0.963758,1.149425,,
2026-01-13,2026-01-13,0.0,0,0,0.0,,0,,0,Unknown,unknown,1.0,23.96,,,,,0.0,
2026-01-14,2026-01-14,0.70007,33,28,1.178571,21.214254,2,6.060606,1,18-24,female,,,,,0.350035,3.030303,,
2026-01-14,2026-01-14,0.010001,1,1,1.0,10.001005,0,0.0,0,18-24,male,,,,,,,,
2026-01-14,2026-01-14,0.0,2,2,1.0,0.0,0,0.0,0,18-24,unknown,,,,,,,,
2026-01-14,2026-01-14,9.910996,730,484,1.508264,13.576707,9,1.232877,9,25-34,female,,,,,1.101222,1.232877,,
2026-01-14,2026-01-14,0.450045,77,65,1.184615,5.844743,1,1.298701,1,25-34,male,,,,,0.450045,1.298701,,
2026-01-14,2026-01-14,0.070007,6,5,1.2,11.66784,0,0.0,0,25-34,unknown,,,,,,,,
2026-01-14,2026-01-14,57.10574,4502,3450,1.304928,12.684527,81,1.7992,66,35-44,female,1.0,11.98,,0.209786,0.705009,1.466015,57.10574,0.015151515151515152
2026-01-14,2026-01-14,3.740376,457,269,1.698885,8.18463,3,0.656455,2,35-44,male,,,,,1.246792,0.437637,,
2026-01-14,2026-01-14,0.360036,26,20,1.3,13.847546,0,0.0,0,35-44,unknown,,,,,,,,
2026-01-14,2026-01-14,178.057898,13360,10627,1.257175,13.327687,257,1.923653,200,45-54,female,4.0,385.76,,2.166486,0.692832,1.497006,44.5144745,0.02
2026-01-14,2026-01-14,11.64117,870,635,1.370079,13.380655,7,0.804598,3,45-54,male,,,,,1.663024,0.344828,,
2026-01-14,2026-01-14,0.790079,81,70,1.157143,9.754067,2,2.469136,1,45-54,unknown,,,,,0.39504,1.234568,,
2026-01-14,2026-01-14,307.080868,17952,14033,1.27927,17.105663,453,2.523396,354,55-64,female,2.0,47.92,,0.15605,0.677883,1.971925,153.540434,0.005649717514124294
2026-01-14,2026-01-14,19.221932,1215,844,1.439573,15.82052,25,2.057613,21,55-64,male,3.0,65.89,,3.427855,0.768877,1.728395,6.407310666666667,0.14285714285714285
2026-01-14,2026-01-14,2.500251,122,93,1.311828,20.493863,4,3.278689,3,55-64,unknown,,,,,0.625063,2.459016,,
2026-01-14,2026-01-14,194.379539,8940,6963,1.283929,21.742678,252,2.818792,196,65+,female,4.0,153.77,,0.791081,0.771347,2.192394,48.59488475,0.02040816326530612
2026-01-14,2026-01-14,8.300834,572,412,1.38835,14.511948,10,1.748252,10,65+,male,,,,,0.830083,1.748252,,
2026-01-14,2026-01-14,1.540155,74,61,1.213115,20.812903,5,6.756757,2,65+,unknown,,,,,0.308031,2.702703,,
2026-01-15,2026-01-15,1.080917,36,20,1.8,30.025467,0,0.0,0,18-24,female,,,,,,,,
2026-01-15,2026-01-15,0.040034,5,5,1.0,8.006791,0,0.0,0,18-24,male,,,,,,,,
2026-01-15,2026-01-15,7.576426,644,398,1.61809,11.764637,10,1.552795,9,25-34,female,,,,,0.757643,1.397516,,
2026-01-15,2026-01-15,0.680577,72,38,1.894737,9.452462,2,2.777778,1,25-34,male,,,,,0.340289,1.388889,,
2026-01-15,2026-01-15,0.060051,7,6,1.166667,8.578705,1,14.285714,0,25-34,unknown,,,,,0.060051,,,
2026-01-15,2026-01-15,59.740671,3812,2927,1.302357,15.671739,83,2.177335,64,35-44,female,2.0,47.92,,0.802134,0.719767,1.678909,29.8703355,0.03125
2026-01-15,2026-01-15,3.793217,312,183,1.704918,12.157748,2,0.641026,1,35-44,male,,,,,1.896609,0.320513,,
2026-01-15,2026-01-15,0.310263,22,21,1.047619,14.102871,0,0.0,0,35-44,unknown,,,,,,,,
2026-01-15,2026-01-15,183.705815,11665,9135,1.276957,15.748462,242,2.074582,194,45-54,female,3.0,71.88,,0.391278,0.759115,1.663095,61.23527166666667,0.015463917525773196
2026-01-15,2026-01-15,7.956749,595,465,1.27957,13.372687,12,2.016807,10,45-54,male,,,,,0.663062,1.680672,,
2026-01-15,2026-01-15,0.380323,57,51,1.117647,6.672326,0,0.0,0,45-54,unknown,,,,,,,,
2026-01-15,2026-01-15,298.573243,16133,12994,1.241573,18.506988,382,2.367818,306,55-64,female,9.0,241.69,,0.809483,0.781605,1.896733,33.17480477777778,0.029411764705882353
2026-01-15,2026-01-15,15.363031,1025,682,1.502933,14.988323,11,1.073171,6,55-64,male,,,,,1.396639,0.585366,,
2026-01-15,2026-01-15,1.120951,78,67,1.164179,14.371164,1,1.282051,1,55-64,unknown,,,,,1.120951,1.282051,,
2026-01-15,2026-01-15,195.665959,8703,6592,1.320237,22.482588,298,3.424107,243,65+,female,3.0,69.89,,0.35719,0.656597,2.792141,65.22198633333333,0.012345679012345678
2026-01-15,2026-01-15,12.500603,481,347,1.386167,25.988779,14,2.910603,14,65+,male,,,,,0.8929,2.910603,,
2026-01-15,2026-01-15,1.381171,74,59,1.254237,18.664479,1,1.351351,1,65+,unknown,,,,,1.381171,1.351351,,
2026-01-16,2026-01-16,1.310352,43,28,1.535714,30.473306,1,2.325581,1,18-24,female,,,,,1.310352,2.325581,,
2026-01-16,2026-01-16,0.020005,2,2,1.0,10.002688,0,0.0,0,18-24,male,,,,,,,,
2026-01-16,2026-01-16,0.030008,1,1,1.0,30.008064,0,0.0,0,18-24,unknown,,,,,,,,
2026-01-16,2026-01-16,8.482279,603,377,1.59947,14.066798,7,1.160862,4,25-34,female,,,,,1.211754,0.66335,,
2026-01-16,2026-01-16,1.020274,82,56,1.464286,12.442368,0,0.0,0,25-34,male,,,,,,,,
2026-01-16,2026-01-16,0.050013,4,4,1.0,12.50336,0,0.0,0,25-34,unknown,,,,,,,,
2026-01-16,2026-01-16,51.743905,3628,2715,1.33628,14.262377,72,1.984565,56,35-44,female,3.0,95.84,,1.852199,0.718665,1.54355,17.247968333333333,0.05357142857142857
2026-01-16,2026-01-16,3.660984,329,228,1.442982,11.12761,7,2.12766,4,35-44,male,,,,,0.522998,1.215805,,
2026-01-16,2026-01-16,0.250067,19,15,1.266667,13.161432,0,0.0,0,35-44,unknown,,,,,,,,
2026-01-16,2026-01-16,174.736958,12278,10016,1.225839,14.231712,202,1.645219,150,45-54,female,6.0,233.61,,1.336924,0.865034,1.221697,29.122826333333332,0.04
2026-01-16,2026-01-16,9.892659,788,601,1.311148,12.554135,23,2.918782,17,45-54,male,1.0,29.95,,3.027498,0.430116,2.15736,9.892659,0.058823529411764705
2026-01-16,2026-01-16,0.700188,63,55,1.145455,11.114098,1,1.587302,1,45-54,unknown,,,,,0.700188,1.587302,,
2026-01-16,2026-01-16,304.681879,17794,14500,1.227172,17.122731,424,2.382826,331,55-64,female,14.0,304.32,,0.998812,0.718589,1.860178,21.762991357142855,0.04229607250755287
2026-01-16,2026-01-16,17.604731,1148,864,1.328704,15.335132,30,2.61324,22,55-64,male,,,,,0.586824,1.916376,,
2026-01-16,2026-01-16,1.270341,80,73,1.09589,15.879267,2,2.5,2,55-64,unknown,,,,,0.635171,2.5,,
2026-01-16,2026-01-16,194.982399,9523,7639,1.246629,20.474892,257,2.698729,204,65+,female,6.0,273.06,,1.400434,0.758686,2.142182,32.497066499999995,0.029411764705882353
2026-01-16,2026-01-16,10.012691,613,476,1.287815,16.333916,11,1.794454,9,65+,male,,,,,0.910245,1.468189,,
2026-01-16,2026-01-16,0.990266,85,74,1.148649,11.65019,5,5.882353,3,65+,unknown,,,,,0.198053,3.529412,,
2026-01-17,2026-01-17,1.180045,35,23,1.521739,33.715566,2,5.714286,2,18-24,female,,,,,0.590022,5.714286,,
2026-01-17,2026-01-17,0.030001,3,3,1.0,10.00038,0,0.0,0,18-24,male,,,,,,,,
2026-01-17,2026-01-17,0.020001,1,1,1.0,20.000759,0,0.0,0,18-24,unknown,,,,,,,,
2026-01-17,2026-01-17,7.780295,609,435,1.4,12.775526,8,1.313629,6,25-34,female,,,,,0.972537,0.985222,,
2026-01-17,2026-01-17,0.830032,64,50,1.28,12.969242,2,3.125,1,25-34,male,,,,,0.415016,1.5625,,
2026-01-17,2026-01-17,0.100004,5,3,1.666667,20.000759,1,20.0,1,25-34,unknown,,,,,0.100004,20.0,,
2026-01-17,2026-01-17,59.742269,4262,3188,1.336888,14.017426,82,1.923979,58,35-44,female,1.0,5.99,,0.100264,0.728564,1.360863,59.742269,0.017241379310344827
2026-01-17,2026-01-17,3.270124,325,217,1.497696,10.061921,10,3.076923,9,35-44,male,,,,,0.327012,2.769231,,
2026-01-17,2026-01-17,0.380014,28,20,1.4,13.571944,0,0.0,0,35-44,unknown,,,,,,,,
2026-01-17,2026-01-17,202.567692,13811,10988,1.256917,14.667127,332,2.403881,262,45-54,female,3.0,113.81,,0.561837,0.610144,1.897039,67.522564,0.011450381679389313
2026-01-17,2026-01-17,7.750294,687,521,1.318618,11.28136,17,2.474527,17,45-54,male,1.0,23.96,,3.091496,0.4559,2.474527,7.750294,0.058823529411764705
2026-01-17,2026-01-17,0.900034,68,55,1.236364,13.235797,1,1.470588,1,45-54,unknown,,,,,0.900034,1.470588,,
2026-01-17,2026-01-17,315.461979,18277,14220,1.285302,17.260052,472,2.582481,368,55-64,female,4.0,187.71,,0.595032,0.668352,2.01346,78.86549475,0.010869565217391304
2026-01-17,2026-01-17,15.100573,1048,772,1.357513,14.408944,21,2.003817,17,55-64,male,,,,,0.719075,1.622137,,
2026-01-17,2026-01-17,1.280049,103,86,1.197674,12.427656,1,0.970874,1,55-64,unknown,,,,,1.280049,0.970874,,
2026-01-17,2026-01-17,164.726255,8292,6568,1.262485,19.865684,278,3.352629,225,65+,female,4.0,115.82,,0.703106,0.59254,2.713459,41.18156375,0.017777777777777778
2026-01-17,2026-01-17,8.42032,454,328,1.384146,18.54696,6,1.321586,3,65+,male,,,,,1.403387,0.660793,,
